Angle,Realized Gain
-178.666666548468,-16.1098500883624
-176.629370033006,-15.6276252024785
-175.491052495713,-15.0287999305727
-174.42862279424,-14.4843222992272
-173.517968764405,-14.0066868674572
-172.607314734571,-13.5254894713004
-171.696660704737,-13.0799117190121
-170.634231003264,-12.6013304288233
-169.285113922028,-12.0947425015514
-168.104636475946,-11.6336311394586
-165.473858167536,-11.0541220721335
-162.134793391478,-10.9518737284391
-159.402831301975,-11.3794230657294
-157.774692278938,-11.913956450392
-156.367317869194,-12.4251516099796
-155.153112496082,-12.9109168102076
-153.938907122969,-13.442097056368
-152.724701749857,-13.9812917223987
-151.510496376745,-14.53117228159
-150.262563076602,-15.0252364282046
-148.550870779784,-15.5630622909952
-145.439469511183,-16.0400400260908
-142.100404735124,-16.3069407188515
-138.761339959066,-16.5408122872977
-135.422275183007,-16.7202829451085
-132.083210406948,-16.6102630427519
-129.047696974167,-16.1881962687739
-126.315734884664,-15.7051471432899
-123.280221451884,-15.2956012138232
-119.941156675825,-15.1855813114666
-116.905643243044,-15.4832472202612
-114.650690407264,-15.976350348357
-113.15264481706,-16.4673549510825
-111.593494735678,-16.9925321211816
-110.227513690926,-17.486790668616
-108.861532646175,-17.9938722878431
-106.958499224855,-18.5069229302923
-103.825339905425,-18.4767860709842
-102.259290929877,-17.9407058168202
-101.511253691084,-17.4797946119909
-100.589758541847,-16.9409657657668
-99.9934969746939,-16.3679080500739
-99.0720018254568,-15.7836641579174
-98.5407869747202,-15.2402708032959
-97.630132944886,-14.6279931177031
-96.6688870245054,-13.8872287941174
-95.7582329946711,-13.1816276415892
-94.8222830195637,-12.5282594055144
-94.1013485792783,-11.9482867067751
-93.2286384673538,-11.3379819434256
-92.2800405196099,-10.7347734251888
-91.7108817509634,-10.2220245650664
-90.8002277211292,-9.68196994785076
-89.889573691295,-9.09747558447538
-88.9789196614607,-8.53435300742106
-88.0682656316265,-7.97597971621589
-87.0969013331367,-7.40476120628923
-86.1457737908654,-6.84969765055923
-85.2604157063043,-6.30558144478845
-84.4690139899007,-5.81068854603542
-83.6017244376777,-5.33408663761085
-82.7561171242602,-4.81932873465893
-81.8454630944259,-4.33813133850211
-80.9131268257861,-3.83097457790939
-79.7422859302849,-3.293199688209
-78.7882674228396,-2.76771634400935
-77.6174265273384,-2.24826012829846
-76.5333145870595,-1.68342050512503
-75.4492026467807,-1.16056117651087
-74.1386317678658,-0.623753017830854
-72.8906984677226,-0.025778249511287
-71.6764930946103,0.498273453931855
-70.462287721498,1.01431073750458
-69.2480823483857,1.52767654778718
-68.0338769752734,2.03035646490924
-66.8196716021611,2.50097870254967
-65.6054662290488,2.98228683335064
-64.3912608559364,3.44222317783053
-63.0252798111851,3.94388987295861
-61.5075230947947,4.48728691873487
-59.9897663784043,5.00503782092584
-58.4720096620139,5.50141693679572
-56.9542529456235,5.97428708771241
-55.2847205575941,6.46787199939489
-53.6758984382203,6.9436249422143
-51.8444720004425,7.43916862671331
-50.1243477218668,7.93779266778175
-47.9994883189202,8.42401267101255
-45.8746289159737,8.86138287693802
-43.29444249811,9.32395470594869
-40.1071533936902,9.82133144029451
-36.7680886176313,10.2460994684707
-33.4290238415725,10.5989805790215
-30.0899590655136,10.8974607789367
-26.7508942894548,11.1629118545376
-23.4118295133959,11.4011624748207
-20.0727647373371,11.6394130951039
-16.7336999612782,11.8718350463903
-13.3946351852193,12.0828852113557
-10.0555704091605,12.2803351486622
-6.71650563310163,12.433098623661
-3.37744085704276,12.5295182983588
-0.0383760809839089,12.5793086210833
3.30068869507494,12.5436117985234
6.63975347113379,12.4554569549936
9.97881824719266,12.3090154214973
13.3178830232515,12.1198303153587
16.6569477993104,11.905387643568
19.9960125753692,11.6754018544528
23.3350773514281,11.4454160653377
26.6741421274869,11.2037729382292
30.0132069035458,10.9563011421241
33.3522716796047,10.6602571043801
36.6913364556635,10.3195266043285
39.8786255600833,9.93774576501155
42.7623633212251,9.50162598171861
45.3425497390888,9.05494703491342
47.7709604853133,8.56962477326199
49.8958198882599,8.10912552767434
51.6412401121089,7.65204982816834
53.7454028325592,7.06169323984352
55.4839241622427,6.5630048033038
56.8943647471711,6.1205404841669
58.3952575000461,5.67228049272023
59.9130142164365,5.18983179508451
61.4307709328268,4.68173695386349
62.9485276492173,4.13517289726451
64.4494204020922,3.60854968930721
65.5287140670809,3.16217130796472
66.7429194401932,2.70464739680383
67.9571248133056,2.24826840276728
69.1713301864179,1.72777404976748
70.3855355595302,1.24735179611971
71.5997409326425,0.721514496539648
72.8139463057548,0.203691616829982
74.0281516788671,-0.33550304920076
75.1122636191459,-0.8552815818223
76.3047867534527,-1.38723301568297
77.518992126565,-1.9477994680348
78.7115152608717,-2.50570235671393
79.6438515295115,-2.98978939977526
80.5545055593458,-3.44895060174609
81.46515958918,-3.91523573249062
82.3758136190142,-4.37083497007461
83.2864676488485,-4.85136795836653
84.1971216786827,-5.34614880420584
84.8801122010584,-5.84279368322168
85.8059437980565,-6.40987686938177
86.9796756587318,-6.98363735458416
87.6500182084709,-7.50878256263828
88.5986161562148,-8.03026429954843
89.4713262681393,-8.55533568450645
90.3187404347906,-9.0863529046629
91.2293944646249,-9.6891800035699
92.0135687680932,-10.2694941341286
93.0966951520627,-10.9053953782533
94.0625403352202,-11.6187311778957
94.8214186934154,-12.1776827500203
95.406839141166,-12.6725822401212
96.4357599281215,-13.3502753860989
97.2498294396401,-14.0147704964802
97.894876044106,-14.5604062276458
98.9193618276695,-15.1798143015332
99.353006603781,-15.757839256978
100.36123070824,-16.3440506664725
100.892445558977,-16.866575154615
101.899684107127,-17.4400077981588
103.034168925439,-18.0436167507654
104.990388693231,-18.4919265168754
108.025902126012,-18.2816347164427
109.543658842402,-17.7886394667403
110.791592142545,-17.3022729158753
112.386003238551,-16.7678283745925
113.914798185607,-16.2498791567206
115.614685707964,-15.733588369909
118.346647797466,-15.2735146857081
121.685712573525,-15.1362943280337
124.873001677945,-15.4102447909124
127.604963767448,-15.8585899865158
130.48870152859,-16.347389064324
133.827766304648,-16.6745193367168
137.166831080707,-16.595585669009
140.505895856766,-16.3301345934081
143.844960632825,-16.0802266351317
146.880474065606,-15.7574631107264
149.419267118477,-15.2952086091758
150.826641528221,-14.778857996894
152.040846901333,-14.2735066064818
153.255052274445,-13.7601407961992
154.469257647558,-13.2040314132745
155.68346302067,-12.6799797098313
157.049444065421,-12.1606812909884
158.506490513156,-11.6557756075189
160.38850884148,-11.1074370282474
163.272246602622,-10.7787652792741
166.307760035403,-10.9868423868238
168.432619438349,-11.510566500278
169.511913103338,-11.9355306909614
170.861030184574,-12.4206530150609
172.075235557686,-12.9838909407029
173.13766525916,-13.4990977144445
174.048319288994,-13.9725067739627
174.958973318828,-14.4566017266415
175.886491312178,-14.9822467785755
177.235608393414,-15.559980176733
179.056916453082,-16.0013231677814
